Date,LQI
1,1
2,96
3,93
4,1
5,83
6,86
7,88
8,96
9,94
10,92
11,95
12,1
13,1
14,97
15,93
16,1
17,87
18,99
19,1
20,90
21,1
22,1
23,93
24,94
25,1
26,1
27,93
28,95
29,89
30,1
31,97
32,87
33,75
34,91
35,92
36,103
37,1
38,1
39,96
40,88
41,93
42,1
43,1
44,100
45,76
46,1
47,93
48,1
49,1
50,1
51,87
52,1
53,93
54,1
55,1
56,1
57,84
58,88
59,90
60,1
61,94
62,100
63,1
64,97
65,91
66,97
67,95
68,1
69,81
70,91
71,91
72,90
73,95
74,94
75,91
76,95
77,88
78,1
79,85
80,1
81,1
82,1
83,1
84,89
85,96
86,94
87,96
88,1
89,1
90,83
91,1
92,1
93,87
94,101
95,1
96,80
97,82
98,1
99,80
100,1
101,1
102,1
103,1
104,76
105,88
106,1
107,1
108,82
109,72
110,1
111,77
112,1
113,78
114,87
115,1
116,1
117,85
118,77
119,1
120,87
121,94
122,82
123,84
124,83
125,74
126,79
127,1
128,66
129,1
130,1
131,78
132,84
133,88
134,85
135,1
136,75
137,87
138,93
139,72
140,78
141,1
142,1
143,1
144,1
145,1
146,86
147,1
148,1
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,64
170,71
171,1
172,1
173,63
174,67
175,69
176,1
177,1
178,69
179,1
180,1
181,1
182,1
183,79
184,1
185,1
186,1
187,1
188,1
189,74
190,65
191,1
192,80
193,95
194,93
195,98
196,1
197,71
198,1
199,1
200,79
201,82
202,79
203,75
204,78
205,87
206,1
207,91
208,1
209,1
210,1
211,1
212,1
213,1
214,1
215,1
216,1
217,1
218,1
219,1
220,1
221,1
222,1
223,1
224,1
225,1
226,1
227,1
228,1
229,1
230,1
231,1
232,1
233,1
234,1
235,1
236,1
237,1
238,1
239,93
240,1
241,1
242,1
243,1
244,1
245,1
246,1
247,1
248,1
249,1
250,1
251,1
252,1
253,1
254,84
255,1
256,1
257,1
258,1
259,1
260,1
261,1
262,1
263,1
264,1
265,1
266,1
267,1
268,1
269,1
270,1
271,1
272,1
273,1
274,1
275,1
276,1
277,1
278,1
279,1
280,1
281,1
282,1
283,1
284,1
285,1
286,1
287,1
288,1
289,1
290,1
291,1
292,1
293,1
294,1
295,1
296,1
297,1
298,1
299,1
300,1
301,1
302,1
303,100
304,1
305,1
306,1
307,1
308,1
309,1
310,1
311,1
312,1
313,1
314,1
315,1
316,1
317,1
318,1
319,1
320,1
321,1
322,1
323,1
324,1
325,1
326,1
327,1
328,1
329,1
330,1
331,1
332,1
333,1
334,1
335,1
336,1
337,1
338,1
339,1
340,1
341,1
342,100
343,1
344,63
345,1
346,1
347,1
348,1
349,1
350,1
351,1
352,1
353,1
354,1
355,1
356,1
357,1
358,1
359,1
360,1
361,1
362,1
363,1
364,1
365,1
366,1
367,1
368,1
369,1
370,1
371,1
372,1
373,100
374,1
375,1
376,1
377,1
378,90
379,107
380,1
381,1
382,1
383,1
384,1
385,1
386,1
387,1
388,1
389,1
390,1
391,1
392,1
393,1
394,1
395,1
396,1
397,1
398,1
399,1
400,1
401,100
402,1
403,1
404,1
405,1
406,1
407,1
408,1
409,1
410,1
411,1
412,1
413,1
414,1
415,91
416,93
417,86
418,1
419,1
420,1
421,1
422,1
423,1
424,93
425,1
426,1
427,1
428,1
429,1
430,92
431,1
432,1
433,82
434,88
435,98
436,86
437,80
438,83
439,81
440,77
441,79
442,85
443,72
444,75
445,82
446,82
447,74
448,77
449,82
450,88
451,81
452,80
453,84
454,79
455,84
456,74
457,81
458,78
459,85
460,79
461,89
462,85
463,81
464,71
465,80
466,90
467,89
468,68
469,83
470,78
471,86
472,76
473,82
474,82
475,85
476,82
477,85
478,81
479,87
480,76
481,73
482,80
483,83
484,86
485,83
486,87
487,71
488,1
489,88
490,74
491,85
492,90
493,72
494,82
495,72
496,85
497,76
498,79
499,82
500,1
501,75
502,1
503,1
504,1
505,1
506,79
507,1
508,1
509,78
510,85
511,74
